input	target	source_rule	freq	edit_count	seed	freq_bucket
abéñúla	abéñula	ocr_confusion	0.0	1	42	0
mestgo	mesto	typo	0.0	1	42	1
vicétiple	vicetiple	ocr_confusion	0.0	1	42	0
confiess	confiesa	typo	4.9e-06	1	42	4
mejoeía	mejoría	typo	2.82e-06	1	42	3
lauco	glauco	typo	0.0	1	42	0
sancioñadas	sancionadas	ocr_confusion	7.24e-07	1	42	2
tanjs	tanks	typo	5.62e-07	1	42	2
esçapando	escapando	historical	2e-06	1	42	3
cübriéron	cubrieron	ocr_confusion	1.26e-06	2	42	3
trastadaba	trasladaba	ocr_confusion	5.89e-07	1	42	2
obhemio	bohemio	typo	1.02e-06	2	42	3
paléar	palear	ocr_confusion	0.0	1	42	1
iefuario	letuario	ocr_confusion	0.0	2	42	0
kato	kato	identity	8.13e-07	0	42	2
avanlc	avante	ocr_confusion	0.0	2	42	1
sondablle	sondable	typo	0.0	1	42	2
pedrerse	perderse	typo	5.37e-06	2	42	4
pobretera	pobretear	typo	0.0	2	42	0
opkins	hopkins	typo	1.55e-06	1	42	3
rastrlllado	rastrillado	ocr_confusion	0.0	1	42	0
fluoresçencia	fluorescencia	historical	0.0	1	42	0
rompydo	rompido	historical	0.0	1	42	1
swxo	sexo	typo	9.55e-05	1	42	4
soleajr	solejar	typo	0.0	2	42	0
maxilar	maxilar	identity	9.33e-07	0	42	2
representar	representar	identity	1.91e-05	0	42	4
menestra	menestra	identity	0.0	0	42	0
larri	larry	historical	6.76e-06	1	42	4
amorcer	amorecer	typo	0.0	1	42	1
inopiñado	inopinado	ocr_confusion	0.0	1	42	0
íose	lose	ocr_confusion	8.91e-07	1	42	2
hístóricos	históricos	ocr_confusion	2.09e-05	1	42	4
popularjdad	popularidad	historical	1.66e-05	1	42	4
professional	professional	identity	8.51e-07	0	42	2
crasso	craso	typo	8.51e-07	1	42	2
enfañado	ensañado	ocr_confusion	0.0	1	42	1
animadá	animada	ocr_confusion	4.47e-06	1	42	4
pagarte	pagarte	identity	1.58e-06	0	42	3
aoárretar	acarretar	ocr_confusion	0.0	2	42	0
desorieñtado	desorientado	ocr_confusion	7.76e-07	1	42	2
praft	pratt	ocr_confusion	1.2e-06	1	42	3
levantarmé	levantarme	ocr_confusion	3.98e-06	1	42	4
catalítíco	catalítico	ocr_confusion	0.0	1	42	1
hylero	hilero	historical	0.0	1	42	1
rachie	archie	typo	1.07e-06	2	42	3
desflorar	desflorar	identity	0.0	0	42	0
máipú	maipú	ocr_confusion	1.7e-06	1	42	3
gesora	gestora	typo	2e-06	1	42	3
entréóír	entreoír	ocr_confusion	0.0	2	42	1
mcditerraneo	mediterraneo	ocr_confusion	5.89e-07	1	42	2
banorfe	banorte	ocr_confusion	5.89e-07	1	42	2
aúsenfifmo	ausentismo	ocr_confusion	5.89e-07	3	42	2
boblñas	bobinas	ocr_confusion	8.13e-07	2	42	2
acumhlar	acumular	typo	3.55e-06	1	42	4
escfandra	escafandra	typo	0.0	1	42	2
aduntos	asuntos	typo	6.03e-05	1	42	4
üvaduz	uvaduz	ocr_confusion	0.0	1	42	0
peribido	percibido	typo	2.82e-06	1	42	3
hispánico	hispánico	identity	7.08e-07	0	42	2
orquestadá	orquestada	ocr_confusion	7.08e-07	1	42	2
pierdazs	pierdas	typo	9.33e-06	1	42	4
aterraxar	aterrajar	historical	0.0	1	42	0
eslovaco	eslovaco	identity	1.15e-06	0	42	3
heciquez	hectiquez	typo	0.0	1	42	2
etsímulo	estímulo	typo	5.37e-06	2	42	4
flórdelisar	flordelisar	ocr_confusion	0.0	1	42	0
aboljó	abolió	historical	7.94e-07	1	42	2
déxtrosa	dextrosa	ocr_confusion	0.0	1	42	1
apróveche	aproveche	ocr_confusion	2.95e-06	1	42	4
eontigo	contigo	ocr_confusion	0.000115	1	42	4
cotorrea	cotorrera	typo	0.0	1	42	0
elerno	eterno	ocr_confusion	1.38e-05	1	42	4
tottenfam	tottenham	historical	1e-06	1	42	3
comodáto	comodato	ocr_confusion	0.0	1	42	0
ñeonálología	neonatología	ocr_confusion	0.0	3	42	1
hlgh	high	ocr_confusion	6.31e-06	1	42	4
vanf	vans	ocr_confusion	6.46e-07	1	42	2
cuñicuttúra	cunicultura	ocr_confusion	0.0	3	42	1
perdonámos	perdonamos	ocr_confusion	8.91e-07	1	42	2
peroatado	percatado	ocr_confusion	8.13e-07	1	42	2
amnperio	amperio	typo	0.0	1	42	1
pcgaba	pegaba	ocr_confusion	1.86e-06	1	42	3
carsno	carson	typo	1.45e-06	2	42	3
dablew	dable	typo	0.0	1	42	0
eta	aeta	typo	0.0	1	42	1
çomprometer	comprometer	historical	3.16e-06	1	42	4
abátcar	abalear	ocr_confusion	0.0	3	42	0
desprrstigiar	desprestigiar	typo	1.07e-06	1	42	3
biblioiflia	bibliofilia	typo	0.0	2	42	1
rogativa	rogativa	identity	0.0	0	42	2
acomldadizo	acomodadizo	typo	0.0	1	42	0
moriz	moria	typo	1.66e-06	1	42	3
adjutro	adjutor	typo	0.0	2	42	0
substitutivo	substitutivo	identity	0.0	0	42	1
renvncian	renuncian	historical	1.07e-06	1	42	3
falfan	faltan	ocr_confusion	2.45e-05	1	42	4
tenocftitlan	tenochtitlan	historical	6.92e-07	1	42	2
cfpecífícacíón	especificación	ocr_confusion	1.82e-06	5	42	3
uelocidades	velocidades	historical	5.89e-06	1	42	4
antipaara	antipara	typo	0.0	1	42	0
enrrizar	enerizar	typo	0.0	1	42	0
pedia	pedia	identity	1.23e-06	0	42	3
wymbledon	wimbledon	historical	6.92e-07	1	42	2
malsiñar	malsinar	ocr_confusion	0.0	1	42	0
malloradgo	mayoradgo	historical	0.0	2	42	1
tueñga	luenga	ocr_confusion	0.0	2	42	0
citricultort	citricultor	typo	0.0	1	42	1
ñegoció	negocio	ocr_confusion	8.51e-05	2	42	4
arirbó	arribó	typo	1.74e-06	2	42	3
arraspar	arrapar	typo	0.0	1	42	2
trybutación	tributación	historical	1.29e-06	1	42	3
llcvarlas	llevarlas	ocr_confusion	1.74e-06	1	42	3
orno	corno	typo	1e-06	1	42	3
frohar	frogar	typo	0.0	1	42	1
alfura	altura	ocr_confusion	6.03e-05	1	42	4
lratarfe	tratarte	ocr_confusion	5.75e-07	2	42	2
hojarasca	hojarasca	identity	0.0	0	42	0
cücharétéar	cucharetear	ocr_confusion	0.0	3	42	1
torçedero	torcedero	historical	0.0	1	42	1
trimestralmente	trimestralmente	identity	0.0	0	42	0
radjodifundir	radiodifundir	historical	0.0	1	42	2
ihad	yihad	typo	8.32e-07	1	42	2
cstuvieses	estuvieses	ocr_confusion	6.31e-07	1	42	2
sajadá	sajada	ocr_confusion	0.0	1	42	1
desmarjador	desmarojador	typo	0.0	1	42	0
çimar	cimar	historical	0.0	1	42	0
limpiarlo	limpiarlo	identity	7.24e-07	0	42	2
evpepsia	eupepsia	historical	0.0	1	42	0
réescribir	reescribir	ocr_confusion	1.05e-06	1	42	3
opiníón	opinion	ocr_confusion	9.55e-06	2	42	4
evreka	eureka	historical	7.76e-07	1	42	2
úseñme	úsenme	ocr_confusion	0.0	1	42	1
vidreira	vidriera	typo	1.15e-06	2	42	3
çolagogo	colagogo	historical	0.0	1	42	0
giganfón	gigantón	ocr_confusion	0.0	1	42	1
zapae	zapar	typo	0.0	1	42	0
linddas	lindas	typo	8.32e-06	1	42	4
dgnas	dignas	typo	3.47e-06	1	42	4
admjnistradoras	administradoras	historical	6.31e-07	1	42	2
mvertos	muertos	historical	7.94e-05	1	42	4
protécciones	protecciones	ocr_confusion	1.62e-06	1	42	3
talz	tala	typo	2.82e-06	1	42	3
vrasilero	brasilero	typo	2.24e-06	1	42	3
encoruiar	encorujar	historical	0.0	1	42	1
desinterésada	desinteresada	ocr_confusion	1.02e-06	1	42	3
sexvado	sexuado	historical	0.0	1	42	0
contrarregera	contrarreguera	typo	0.0	1	42	1
pájára	pájara	ocr_confusion	0.0	1	42	0
duplloación	duplicación	ocr_confusion	8.71e-07	2	42	2
nutrir	nutrir	identity	6.03e-07	0	42	2
asazltos	asaltos	typo	3.63e-06	1	42	4
canguerlo	canguelo	typo	0.0	1	42	1
ágrato	ágrafo	ocr_confusion	0.0	1	42	0
teletram	telegram	typo	2.82e-06	1	42	3
herika	heria	typo	0.0	1	42	0
desunci	desuncir	typo	0.0	1	42	1
cofrse	cofres	typo	7.08e-07	2	42	2
nóvenario	novenario	ocr_confusion	0.0	1	42	0
ataavío	atavío	typo	0.0	1	42	0
tranqvilizante	tranquilizante	historical	0.0	1	42	0
çaluroso	caluroso	historical	2.82e-06	1	42	3
oédride	cédride	ocr_confusion	0.0	1	42	1
sitvándose	situándose	historical	6.31e-07	1	42	2
llevarte	llevarte	identity	5.01e-06	0	42	4
vitriollo	vitriolo	typo	0.0	1	42	1
turbulcnta	turbulenta	ocr_confusion	6.92e-07	1	42	2
regáñina	regañina	ocr_confusion	0.0	1	42	1
albaneses	albaneses	identity	7.59e-07	0	42	2
csriátide	cariátide	typo	0.0	1	42	2
tebsiones	tensiones	typo	8.13e-06	1	42	4
oxidriló	oxidrilo	ocr_confusion	0.0	1	42	0
asar	asar	identity	8.71e-07	0	42	2
eenjebar	enjebar	typo	0.0	1	42	1
calar	calmar	typo	5.75e-06	1	42	4
deshollinar	deshollinar	identity	0.0	0	42	1
inyvngir	inyungir	historical	0.0	1	42	2
contramnar	contraminar	typo	0.0	1	42	1
rafla	rafal	typo	0.0	2	42	1
recurreneia	recurrencia	ocr_confusion	6.61e-07	1	42	2
cooctel	coctel	typo	7.41e-07	1	42	2
citra	cifra	ocr_confusion	2.51e-05	1	42	4
dolamle	dolame	typo	0.0	1	42	0
lógrarse	lograrse	ocr_confusion	7.94e-07	1	42	2
tümo	tumo	ocr_confusion	0.0	1	42	0
veñidas	venidas	ocr_confusion	1.02e-06	1	42	3
auucasta	avucasta	historical	0.0	1	42	0
inmunes	inmunes	identity	1.32e-06	0	42	3
ligamentow	ligamentos	typo	1.07e-06	1	42	3
nómjna	nómina	historical	5.62e-06	1	42	4
trágicós	trágicos	ocr_confusion	1.32e-06	1	42	3
pláto	plato	ocr_confusion	2.34e-05	1	42	4
pimpotlada	pimpollada	ocr_confusion	0.0	1	42	2
proponrdá	propondrá	typo	8.13e-07	2	42	2
promesaz	promesa	typo	2.04e-05	1	42	4
deliberadó	deliberado	ocr_confusion	1.32e-06	1	42	3
afumeñ	asumen	ocr_confusion	3.8e-06	2	42	4
rótutos	rótulos	ocr_confusion	6.61e-07	1	42	2
calcutó	calculó	ocr_confusion	1.38e-06	1	42	3
escvyer	escuyer	historical	0.0	1	42	0
pñlaneando	planeando	typo	6.17e-06	1	42	4
roqeta	roqueta	typo	0.0	1	42	1
estoos	estos	typo	0.000589	1	42	4
cavylar	cavilar	historical	0.0	1	42	0
çacodílico	cacodílico	historical	0.0	1	42	1
inteminable	interminable	typo	4.68e-06	1	42	4
oplnánté	opinante	ocr_confusion	0.0	3	42	1
iuntarnos	juntarnos	historical	1.15e-06	1	42	3
emridional	meridional	typo	4.17e-06	2	42	4
próhibitivo	prohibitivo	ocr_confusion	0.0	1	42	1
raquis	raquis	identity	0.0	0	42	0
jaramugó	jaramugo	ocr_confusion	0.0	1	42	1
frébejo	trebejo	ocr_confusion	0.0	2	42	0
causalidad	causalidad	identity	1.45e-06	0	42	3
olivdanza	olvidanza	typo	0.0	2	42	0
antemaño	antemano	ocr_confusion	6.76e-06	1	42	4
iñdignados	indignados	ocr_confusion	2.4e-06	1	42	3
sibclavio	subclavio	typo	0.0	1	42	0
çobrará	cobrará	historical	1.38e-06	1	42	3
mereñgue	merengue	ocr_confusion	1.91e-06	1	42	3
solicitanres	solicitantes	typo	2.19e-06	1	42	3
abrasar	abrasar	identity	0.0	0	42	2
ealeuláda	calculada	ocr_confusion	1.29e-06	3	42	3
varjante	variante	historical	5.13e-06	1	42	4
eñhumedecer	enhumedecer	ocr_confusion	0.0	1	42	0
resembllar	resemblar	typo	0.0	1	42	1
ermunuo	ermunio	typo	0.0	1	42	1
bookis	books	typo	3.02e-06	1	42	4
chiquiutos	chiquitos	typo	2.29e-06	1	42	3
coloyde	coloide	historical	0.0	1	42	0
lesionó	lesionó	identity	1.1e-06	0	42	3
asesar	asesar	identity	0.0	0	42	1
disparatordio	disparatorio	typo	0.0	1	42	0
esbita	tesbita	typo	0.0	1	42	0
ñidrio	nidrio	ocr_confusion	0.0	1	42	1
espolianr	espolinar	typo	0.0	2	42	0
fofo	fofo	identity	0.0	0	42	0
pilatro	pilatero	typo	0.0	1	42	2
evalvador	evaluador	historical	0.0	1	42	1
watrloo	waterloo	typo	9.12e-07	1	42	2
earta	carta	ocr_confusion	0.0001	1	42	4
lándrecilla	landrecilla	ocr_confusion	0.0	1	42	0
çrotorar	crotorar	historical	0.0	1	42	0
maça	maca	historical	7.24e-07	1	42	2
kafhy	kathy	ocr_confusion	1.38e-06	1	42	3
salpicadéro	salpicadero	ocr_confusion	0.0	1	42	1
talegáda	talegada	ocr_confusion	0.0	1	42	1
séxy	sexy	ocr_confusion	1.58e-05	1	42	4
lucillo	lucillo	identity	0.0	0	42	1
empeoróó	empeoró	typo	1.51e-06	1	42	3
arifmético	aritmético	ocr_confusion	0.0	1	42	1
reoepción	recepción	ocr_confusion	1.91e-05	1	42	4
oblada	poblada	typo	3.39e-06	1	42	4
ántesala	antesala	ocr_confusion	1.38e-06	1	42	3
homogbéneamente	homogéneamente	typo	0.0	1	42	0
fererán	ferrán	typo	5.5e-07	1	42	2
preuista	prevista	historical	6.76e-06	1	42	4
taalbartero	talabartero	typo	0.0	2	42	1
exáñtema	exantema	ocr_confusion	0.0	2	42	0
compiñché	compinche	ocr_confusion	0.0	2	42	0
sexfantc	sextante	ocr_confusion	0.0	2	42	0
acrtar	acortar	typo	1.55e-06	1	42	3
éstarlc	estarle	ocr_confusion	0.0	2	42	1
iñooncluso	inconcluso	ocr_confusion	6.46e-07	2	42	2
ussted	usted	typo	0.000204	1	42	4
emblemálicos	emblemáticos	ocr_confusion	1.66e-06	1	42	3
oonversadór	conversador	ocr_confusion	0.0	2	42	1
signatüra	signatura	ocr_confusion	0.0	1	42	1
eredencia	credencia	ocr_confusion	0.0	1	42	1
jeriñgar	jeringar	ocr_confusion	0.0	1	42	1
coolérico	colérico	typo	0.0	1	42	2
dcoadentista	decadentista	ocr_confusion	0.0	2	42	1
amparár	amparar	ocr_confusion	0.0	1	42	1
patriótiça	patriótica	historical	3.02e-06	1	42	4
estárseals	estárselas	typo	0.0	2	42	1
manteequera	mantequera	typo	0.0	1	42	1
vacüo	vacuo	ocr_confusion	0.0	1	42	1
álevosía	alevosía	ocr_confusion	7.08e-07	1	42	2
eará	cara	ocr_confusion	0.000186	2	42	4
hon	horn	typo	8.91e-07	1	42	2
corla	coria	ocr_confusion	1.07e-06	1	42	3
serrána	serrana	ocr_confusion	7.08e-07	1	42	2
rten	tren	typo	5.13e-05	2	42	4
ílobrcgál	llobregat	ocr_confusion	1.29e-06	4	42	3
aléjamos	alejamos	ocr_confusion	5.89e-07	1	42	2
entvrbiamiento	enturbiamiento	historical	0.0	1	42	1
sujmonte	sumonte	typo	0.0	1	42	0
ilas	lilas	typo	6.17e-07	1	42	2
procedenciax	procedencias	typo	5.75e-07	1	42	2
receptora	receptora	identity	7.24e-07	0	42	2
malvaviscó	malvavisco	ocr_confusion	0.0	1	42	2
cúadriguero	cuadriguero	ocr_confusion	0.0	1	42	0
spryte	sprite	historical	6.46e-07	1	42	2
comcdiantes	comediantes	ocr_confusion	1.23e-06	1	42	3
déstrezas	destrezas	ocr_confusion	1.38e-06	1	42	3
gañsos	gansos	ocr_confusion	7.24e-07	1	42	2
karí	karl	ocr_confusion	6.46e-06	1	42	4
pontjficar	pontificar	historical	0.0	1	42	2
ccrdito	cerdito	ocr_confusion	0.0	1	42	1
oçurriendo	ocurriendo	historical	8.32e-06	1	42	4
tordo	tordo	identity	0.0	0	42	0
remedo	remedo	identity	0.0	0	42	1
afortünado	afortunado	ocr_confusion	4.47e-06	1	42	4
aminaa	amina	typo	6.17e-07	1	42	2
rclacioña	relaciona	ocr_confusion	7.59e-06	2	42	4
diloo	dilo	typo	1.55e-06	1	42	3
eaeh	each	ocr_confusion	7.76e-07	1	42	2
marrcharse	marcharse	typo	4.27e-06	1	42	4
movinete	moviente	typo	0.0	2	42	1
calabrole	calabrote	ocr_confusion	0.0	1	42	2
hospitalarios	hospitalarios	identity	1.45e-06	0	42	3
corrérá	correrá	ocr_confusion	1.35e-06	1	42	3
adormeçedor	adormecedor	historical	0.0	1	42	1
dejé	dejé	identity	1.7e-05	0	42	4
meejorana	mejorana	typo	0.0	1	42	0
aniear	aniejar	typo	0.0	1	42	1
pereçederos	perecederos	historical	6.46e-07	1	42	2
ádora	adora	ocr_confusion	2.82e-06	1	42	4
dinerário	dinerario	ocr_confusion	0.0	1	42	0
zambucar	zambucar	identity	0.0	0	42	1
sericvltura	sericultura	historical	0.0	1	42	2
najerino	najerino	identity	0.0	0	42	1
normabdo	normando	typo	0.0	1	42	0
recoñtcnto	recontento	ocr_confusion	0.0	2	42	2
ddcidamos	decidamos	typo	6.92e-07	1	42	2
nhuño	nuño	typo	1.32e-06	1	42	3
corlado	cortado	ocr_confusion	8.13e-06	1	42	4
aufomovilístieo	automovilístico	ocr_confusion	1.62e-06	2	42	3
épiscopal	episcopal	ocr_confusion	3.63e-06	1	42	4
ibcendiarios	incendiarios	typo	5.89e-07	1	42	2
celsivs	celsius	historical	8.32e-07	1	42	2
fílmiña	filmina	ocr_confusion	0.0	2	42	0
tórpedcamicnlo	torpedeamiento	ocr_confusion	0.0	4	42	0
accntúa	acentúa	ocr_confusion	1.17e-06	1	42	3
estadiof	estadios	ocr_confusion	5.89e-06	1	42	4
prospcró	prosperó	ocr_confusion	7.08e-07	1	42	2
morhología	morfología	historical	1.91e-06	1	42	3
sumisos	sumisos	identity	7.24e-07	0	42	2
alvarezx	alvarez	typo	4.17e-06	1	42	4
çombinarse	combinarse	historical	6.31e-07	1	42	2
loqvero	loquero	historical	0.0	1	42	0
bclga	belga	ocr_confusion	4.68e-06	1	42	4
horacio	horacio	identity	7.41e-06	0	42	4
henriquc	henrique	ocr_confusion	2e-06	1	42	3
barjo	bario	historical	0.0	1	42	0
vieiito	viejito	historical	2.09e-06	1	42	3
crecimientoss	crecimientos	typo	5.75e-07	1	42	2
impostar	impostar	identity	0.0	0	42	0
enjergar	enjergar	identity	0.0	0	42	1
ein	erin	typo	1.23e-06	1	42	3
cfampán	champán	historical	1.17e-06	1	42	3
pedrlto	pedrito	ocr_confusion	1.41e-06	1	42	3
báyern	bayern	ocr_confusion	2.75e-06	1	42	3
trafioo	trafico	ocr_confusion	2.51e-06	1	42	3
poftrimer	postrimer	ocr_confusion	0.0	1	42	0
confucionisa	confucionista	typo	0.0	1	42	0
rétózadór	retozador	ocr_confusion	0.0	3	42	0
reéstrcnár	reestrenar	ocr_confusion	0.0	3	42	0
loenly	lonely	typo	7.76e-07	2	42	2
firmsdo	firmado	typo	2.24e-05	1	42	4
páupérrimo	paupérrimo	ocr_confusion	0.0	1	42	0
descvbrirán	descubrirán	historical	6.46e-07	1	42	2
gfuixols	guixols	typo	0.0	1	42	0
horcado	horcado	identity	0.0	0	42	0
replleta	repleta	typo	2.14e-06	1	42	3
colaboramls	colaboramos	typo	5.62e-07	1	42	2
loquesco	loquesco	identity	0.0	0	42	2
gibso	gibson	typo	2.75e-06	1	42	3
residencial	residencial	identity	6.03e-06	0	42	4
laojar	alojar	typo	2.29e-06	2	42	3
policíaca	policíaca	identity	9.33e-07	0	42	2
hómología	homología	ocr_confusion	0.0	1	42	0
sexfantc	sextante	ocr_confusion	0.0	2	42	1
nóblecer	noblecer	ocr_confusion	0.0	1	42	1
maslrañzo	mastranzo	ocr_confusion	0.0	2	42	0
sudoccidenlal	sudoccidental	ocr_confusion	0.0	1	42	1
maamón	mamón	typo	1.48e-06	1	42	3
échacanfos	echacantos	ocr_confusion	0.0	2	42	0
desiflamar	desinflamar	typo	0.0	1	42	0
cordobná	cordobán	typo	0.0	2	42	1
exfeñdidos	extendidos	ocr_confusion	1.55e-06	2	42	3
baftarda	bastarda	ocr_confusion	0.0	1	42	1
gonzálés	gonzales	ocr_confusion	1.51e-06	2	42	3
verás	veras	ocr_confusion	1.32e-05	1	42	4
cábrerizo	cabrerizo	ocr_confusion	0.0	1	42	0
capaeitor	capacitor	ocr_confusion	0.0	1	42	1
oápriohudo	caprichudo	ocr_confusion	0.0	3	42	0
hvir	huir	historical	1.62e-05	1	42	4
córrear	correar	ocr_confusion	0.0	1	42	2
alopágico	alopático	typo	0.0	1	42	0
sayuela	sayuela	identity	0.0	0	42	1
carnegie	carnegie	identity	1.05e-06	0	42	3
conuencido	convencido	historical	1.51e-05	1	42	4
templarioo	templario	typo	0.0	1	42	1
rderojo	redrojo	typo	0.0	2	42	1
romeryego	romeriego	historical	0.0	1	42	0
varantíais	garantíais	typo	0.0	1	42	2
iñvotucioñár	involucionar	ocr_confusion	0.0	4	42	2
rebarbádo	rebarbado	ocr_confusion	0.0	1	42	0
mojpnera	mojonera	typo	0.0	1	42	1
hcehas	hechas	typo	2.24e-05	2	42	4
desahiado	desafiado	historical	6.92e-07	1	42	2
potitécñico	politécnico	ocr_confusion	1.29e-06	2	42	3
solettar	soletar	typo	0.0	1	42	0
asciende	asciende	identity	5.37e-06	0	42	4
anclada	anclada	identity	6.76e-07	0	42	2
menstrulamente	menstrualmente	typo	0.0	2	42	2
lísoñjear	lisonjear	ocr_confusion	0.0	2	42	0
maraçaibo	maracaibo	historical	6.61e-06	1	42	4
mingó	mingo	ocr_confusion	6.17e-07	1	42	2
pétraria	petraria	ocr_confusion	0.0	1	42	1
mangvita	manguita	historical	0.0	1	42	1
veintena	veintena	identity	1.55e-06	0	42	3
ruza	riza	typo	0.0	1	42	0
sujctan	sujetan	ocr_confusion	6.17e-07	1	42	2
tétrarca	tetrarca	ocr_confusion	0.0	1	42	1
reas	eras	typo	1.91e-05	2	42	4
désabrirás	desabrirás	ocr_confusion	0.0	1	42	1
prisionesra	prisionera	typo	1.48e-06	1	42	3
desperdicija	desperdicia	typo	8.13e-07	1	42	2
guiadá	guiada	ocr_confusion	1.7e-06	1	42	3
trimotort	trimotor	typo	0.0	1	42	1
zarrapaflrosamcnfe	zarrapastrosamente	ocr_confusion	0.0	4	42	0
machuoamiento	machucamiento	ocr_confusion	0.0	1	42	1
buzonéra	buzonera	ocr_confusion	0.0	1	42	1
adorátrlz	adoratriz	ocr_confusion	0.0	2	42	0
consziliario	consiliario	typo	0.0	1	42	1
lanzraá	lanzará	typo	1.95e-06	2	42	3
arcatúra	arcatura	ocr_confusion	0.0	1	42	0
emilió	emitió	ocr_confusion	1e-05	1	42	4
fontanq	fontana	typo	1.23e-06	1	42	3
abreviamieñto	abreviamiento	ocr_confusion	0.0	1	42	2
eornero	cornero	ocr_confusion	0.0	1	42	2
tranvías	tranvías	identity	1.38e-06	0	42	3
oriifcio	orificio	typo	1.7e-06	2	42	3
deseónociéndo	desconociendo	ocr_confusion	7.76e-07	3	42	2
tríbuir	tribuir	ocr_confusion	0.0	1	42	1
corchero	corchero	identity	0.0	0	42	0
capacitaod	capacitado	typo	3.09e-06	2	42	4
liteerro	literero	typo	0.0	2	42	0
univrsitat	universitat	typo	1.12e-06	1	42	3
publaño	pubiano	ocr_confusion	0.0	2	42	0
qviroz	quiroz	historical	1.15e-06	1	42	3
pardágrafo	parágrafo	typo	6.61e-07	1	42	2
chelsaea	chelsea	typo	5.13e-06	1	42	4
privatización	privatización	identity	5.37e-06	0	42	4
nimiamcnle	nimiamente	ocr_confusion	0.0	2	42	0
máximamenté	máximamente	ocr_confusion	0.0	1	42	0
aeroljto	aerolito	typo	0.0	1	42	1
fans	fans	identity	2.04e-05	0	42	4
anicipamiento	anticipamiento	typo	0.0	1	42	1
prcféreñtes	preferentes	ocr_confusion	1.45e-06	3	42	3
latjnoamérica	latinoamérica	historical	2.14e-05	1	42	4
mocxha	mocha	typo	6.61e-07	1	42	2
átondar	atondar	ocr_confusion	0.0	1	42	0
ujbicuidad	ubicuidad	typo	0.0	1	42	0
cquipamientof	equipamientos	ocr_confusion	1.29e-06	2	42	3
consequi	consegui	historical	9.55e-07	1	42	3
anymalucho	animalucho	historical	0.0	1	42	0
víera	viera	ocr_confusion	7.76e-06	1	42	4
anatlia	anatolia	typo	5.89e-07	1	42	2
bolinja	bolina	typo	0.0	1	42	0
desfogoñar	desfogonar	ocr_confusion	0.0	1	42	1
çolorieren	colorieren	historical	0.0	1	42	1
eobardear	cobardear	ocr_confusion	0.0	1	42	1
uncia	uncia	identity	0.0	0	42	2
lucharñego	lucharniego	historical	0.0	2	42	2
desqmoblar	desamoblar	typo	0.0	1	42	1
morralla	morralla	identity	0.0	0	42	1
aspasionante	apasionante	typo	1.78e-06	1	42	3
discutidor	discutidor	identity	0.0	0	42	1
sujeros	sujetos	typo	1.55e-05	1	42	4
oostureró	costurero	ocr_confusion	0.0	2	42	1
húllero	hullero	ocr_confusion	0.0	1	42	0
moronçho	moroncho	historical	0.0	1	42	1
ppendoneta	pendoneta	typo	0.0	1	42	1
angúsfiá	angustia	ocr_confusion	8.51e-06	3	42	4
cxcedencia	excedencia	ocr_confusion	8.13e-07	1	42	2
calagurritáno	calagurritano	ocr_confusion	0.0	1	42	0
hueio	huelo	ocr_confusion	1e-06	1	42	3
desfalleccr	desfallecer	ocr_confusion	0.0	1	42	1
metydillo	metidillo	historical	0.0	1	42	1
lvsetano	lusetano	historical	0.0	1	42	1
robuslo	robusto	ocr_confusion	2.4e-06	1	42	3
consuíado	consulado	ocr_confusion	8.71e-06	1	42	4
yreras	yerras	typo	0.0	2	42	1
tuíum	tulum	ocr_confusion	6.92e-07	1	42	2
haina	harina	typo	1.35e-05	1	42	4
juarías	jugarías	typo	0.0	1	42	0
troiká	troika	ocr_confusion	1.51e-06	1	42	3
delrando	delirando	typo	6.17e-07	1	42	2
parbo	parvo	historical	0.0	1	42	0
háriñado	harinado	ocr_confusion	0.0	2	42	0
brownjes	brownies	historical	8.91e-07	1	42	2
granjás	granjas	ocr_confusion	4.27e-06	1	42	4
tinre	tinte	typo	2.82e-06	1	42	4
hohordo	bohordo	typo	0.0	1	42	1
saantificante	santificante	typo	0.0	1	42	2
cadvcado	caducado	historical	6.76e-07	1	42	2
apoyarán	apoyarán	identity	6.92e-07	0	42	2
fuperfícialmenle	superficialmente	ocr_confusion	7.41e-07	3	42	2
tetiche	fetiche	ocr_confusion	1.41e-06	1	42	3
enmottar	enmotar	typo	0.0	1	42	1
agudaemnte	agudamente	typo	0.0	2	42	1
litoafera	litosfera	typo	0.0	1	42	0
iatitudínario	latitudinario	ocr_confusion	0.0	2	42	0
sayaletee	sayalete	typo	0.0	1	42	1
arrecisteis	arrecisteis	identity	0.0	0	42	1
cumpleañcro	cumpleañero	ocr_confusion	0.0	1	42	2
deshollinar	deshollinar	identity	0.0	0	42	0
hasllngs	hastings	ocr_confusion	1.07e-06	2	42	3
regednte	regente	typo	3.39e-06	1	42	4
filmaciones	filmaciones	identity	8.13e-07	0	42	2
bárco	barco	ocr_confusion	3.31e-05	1	42	4
articuladión	articulación	typo	4.79e-06	1	42	4
alclina	alcalina	typo	5.62e-07	1	42	2
membriyo	membrillo	historical	7.76e-07	2	42	2
euadras	cuadras	ocr_confusion	8.32e-06	1	42	4
pompeyanó	pompeyano	ocr_confusion	0.0	1	42	0
modorrá	modorra	ocr_confusion	0.0	1	42	0
yneficiente	ineficiente	historical	1.91e-06	1	42	3
envian	envian	identity	7.41e-07	0	42	2
sardoñal	sardonal	ocr_confusion	0.0	1	42	0
