input	target	source_rule	freq	edit_count	seed
ifguiéndolos	irguiéndolos	typo	0.0	1	42
entrevérár	entreverar	ocr_confusion	0.0	2	42
adúlador	adulador	ocr_confusion	0.0	1	42
alejale	alejate	ocr_confusion	8.51e-07	1	42
napyas	napias	historical	0.0	1	42
bidimensionalidád	bidimensionalidad	ocr_confusion	0.0	1	42
teodoro	teodoro	identity	3.16e-06	0	42
súpera	supera	ocr_confusion	1.29e-05	1	42
çontemplado	contemplado	historical	2.04e-06	1	42
germanofjlia	germanofilia	historical	0.0	1	42
vertedero	vertedero	identity	1.82e-06	0	42
comiquyear	comiquear	typo	0.0	1	42
ashleey	ashley	typo	2.88e-06	1	42
auustero	austero	typo	9.77e-07	1	42
agrewsiva	agresiva	typo	5.37e-06	1	42
bitano	bitango	typo	0.0	1	42
repoter	reporter	typo	9.33e-07	1	42
engorroñar	engorronar	ocr_confusion	0.0	1	42
municionár	municionar	ocr_confusion	0.0	1	42
zoofjlia	zoofilia	historical	0.0	1	42
woodward	woodward	identity	6.46e-07	0	42
ternet	fernet	ocr_confusion	2.88e-06	1	42
preteristéls	preteristeis	ocr_confusion	0.0	2	42
corlefaño	cortesano	ocr_confusion	6.46e-07	3	42
watosn	watson	typo	4.47e-06	2	42
corréspondería	correspondería	ocr_confusion	1.17e-06	1	42
fvndación	fundación	historical	5.75e-05	1	42
popf	pops	ocr_confusion	5.89e-07	1	42
osçura	oscura	historical	1.55e-05	1	42
qure	quer	typo	8.13e-07	2	42
interpotador	interpolador	ocr_confusion	0.0	1	42
refirar	retirar	ocr_confusion	1.41e-05	1	42
miálmas	mialmas	ocr_confusion	0.0	1	42
sonlocado	sonlocado	identity	0.0	0	42
lechvgas	lechugas	historical	5.5e-07	1	42
ánoodo	ánodo	typo	0.0	1	42
arrstarlo	arrestarlo	typo	6.31e-07	1	42
grifó	grifo	ocr_confusion	2.34e-06	1	42
edifiçación	edificación	historical	5.01e-06	1	42
colána	colana	ocr_confusion	0.0	1	42
ptayoffs	playoffs	ocr_confusion	1.32e-06	1	42
jmporta	importa	historical	0.000158	1	42
especjficar	especificar	historical	3.09e-06	1	42
bsta	basta	typo	5.89e-05	1	42
oompartir	compartir	ocr_confusion	6.17e-05	1	42
encovár	encovar	ocr_confusion	0.0	1	42
deformable	deformable	identity	0.0	0	42
skluciones	soluciones	typo	3.39e-05	1	42
valerianafo	valerianato	ocr_confusion	0.0	1	42
anarquista	anarquista	identity	3.72e-06	0	42
aterra	aterra	identity	1.1e-06	0	42
esoriforios	escritorios	ocr_confusion	9.55e-07	2	42
équipados	equipados	ocr_confusion	2.88e-06	1	42
aptaudo	aplaudo	ocr_confusion	1.55e-06	1	42
carriaquito	cariaquito	typo	0.0	1	42
organizádora	organizadora	ocr_confusion	1.91e-06	1	42
enoontrarse	encontrarse	ocr_confusion	1.7e-05	1	42
penrias	penurias	typo	1.45e-06	1	42
triúnfando	triunfando	ocr_confusion	7.41e-07	1	42
calidad	calidad	identity	0.000132	0	42
ibgenieria	ingenieria	typo	1.2e-06	1	42
acóniot	acónito	typo	0.0	2	42
cscofo	escoto	ocr_confusion	0.0	2	42
ayvdarle	ayudarle	historical	4.57e-06	1	42
pdrdoname	perdoname	typo	1.32e-06	1	42
asdelantada	adelantada	typo	1.38e-06	1	42
prestadsa	prestadas	typo	8.51e-07	2	42
hldrotecnia	hidrotecnia	ocr_confusion	0.0	1	42
coat	coast	typo	8.51e-07	1	42
reveladóra	reveladora	ocr_confusion	8.51e-07	1	42
agüantas	aguantas	ocr_confusion	1.02e-06	1	42
mohálrero	mohatrero	ocr_confusion	0.0	2	42
inttel	intel	typo	3.89e-06	1	42
acósadá	acosada	ocr_confusion	8.51e-07	2	42
alqvilamos	alquilamos	historical	5.89e-07	1	42
dimítir	dimitir	ocr_confusion	2.88e-06	1	42
réactivó	reactivo	ocr_confusion	1.1e-06	2	42
engalazbernar	engalabernar	typo	0.0	1	42
resultabañ	resultaban	ocr_confusion	8.51e-07	1	42
proéjar	proejar	ocr_confusion	0.0	1	42
peiñadura	peinadura	ocr_confusion	0.0	1	42
marineróf	marineros	ocr_confusion	4.27e-06	2	42
cecjnar	cecinar	historical	0.0	1	42
crystalizar	cristalizar	historical	0.0	1	42
maqullar	magullar	historical	0.0	1	42
jnsectos	insectos	historical	9.12e-06	1	42
municipalidd	municipalidad	typo	1.51e-05	1	42
oasuaímentc	casualmente	ocr_confusion	3.39e-06	3	42
frecucntémeñte	frecuentemente	ocr_confusion	1.58e-05	3	42
trianing	training	typo	1.2e-06	2	42
prestádos	prestados	ocr_confusion	3.31e-06	1	42
cacerolas	cacerolas	identity	7.94e-07	0	42
hospjtales	hospitales	historical	2.09e-05	1	42
cáchar	cachar	ocr_confusion	0.0	1	42
hilicínea	filicínea	historical	0.0	1	42
uigesimoséptimo	vigesimoséptimo	historical	0.0	1	42
ponganse	ponganse	identity	6.03e-07	0	42
purcza	pureza	ocr_confusion	5.25e-06	1	42
céará	ceará	ocr_confusion	6.61e-07	1	42
pedañtear	pedantear	ocr_confusion	0.0	1	42
oafis	oasis	ocr_confusion	3.63e-06	1	42
coñtramuro	contramuro	ocr_confusion	0.0	1	42
çonforman	conforman	historical	9.33e-06	1	42
exisítan	existían	typo	8.71e-06	2	42
réleer	releer	ocr_confusion	8.91e-07	1	42
lupicia	lupicia	identity	0.0	0	42
enccbadamientó	encebadamiento	ocr_confusion	0.0	2	42
tamboritcar	tamboritear	ocr_confusion	0.0	1	42
donctsk	donetsk	ocr_confusion	9.55e-07	1	42
escapular	escapular	identity	0.0	0	42
enfrenfarlo	enfrentarlo	ocr_confusion	7.24e-07	1	42
püdrc	pudre	ocr_confusion	1.38e-06	2	42
tipeio	tipejo	historical	0.0	1	42
enamoramós	enamoramos	ocr_confusion	5.75e-07	1	42
sallazón	salazón	typo	0.0	1	42
liañ	lian	ocr_confusion	1.17e-06	1	42
scrijpts	scripts	typo	6.76e-07	1	42
inacfceso	inacceso	typo	0.0	1	42
exígida	exigida	ocr_confusion	6.76e-07	1	42
exlicarme	explicarme	typo	2.34e-06	1	42
resigñado	resignado	ocr_confusion	7.94e-07	1	42
andorrano	andorrano	identity	0.0	0	42
reúnión	reunión	ocr_confusion	7.94e-05	1	42
intéstino	intestino	ocr_confusion	3.72e-06	1	42
ordapelo	rodapelo	typo	0.0	2	42
árman	arman	ocr_confusion	1.74e-06	1	42
enchfe	enchufe	typo	2.19e-06	1	42
ualenzuela	valenzuela	historical	2.75e-06	1	42
sabeo	sabeo	identity	0.0	0	42
boñadio	bonadio	ocr_confusion	6.61e-07	1	42
dúodécima	duodécima	ocr_confusion	6.92e-07	1	42
cvarminar	carminar	typo	0.0	1	42
agarramos	agarramos	identity	9.77e-07	0	42
treepa	trepa	typo	8.32e-07	1	42
sargentos	sargentos	identity	6.92e-07	0	42
laormina	taormina	ocr_confusion	0.0	1	42
quemoo	quemo	typo	1.58e-06	1	42
líoito	lícito	ocr_confusion	1.1e-06	1	42
muerre	muerte	typo	0.000269	1	42
qvino	quino	historical	7.41e-07	1	42
lengvaz	lenguaz	historical	0.0	1	42
enámorada	enamorada	ocr_confusion	1.07e-05	1	42
dessnduvieron	desanduvieron	typo	0.0	1	42
oçarina	ocarina	historical	0.0	1	42
hacíán	hacían	ocr_confusion	2.51e-05	1	42
taçar	tazar	historical	0.0	1	42
álhorre	alhorre	ocr_confusion	0.0	1	42
nodualr	nodular	typo	0.0	2	42
huánuco	huánuco	identity	7.59e-07	0	42
matamorof	matamoros	ocr_confusion	2.51e-06	1	42
pusilañimidád	pusilanimidad	ocr_confusion	0.0	2	42
flageiar	flagelar	ocr_confusion	0.0	1	42
londrina	londrina	identity	0.0	0	42
fiormo	firmo	typo	2.69e-06	1	42
hórtelano	hortelano	ocr_confusion	5.5e-07	1	42
coenzma	coenzima	typo	0.0	1	42
cspadín	espadín	ocr_confusion	0.0	1	42
acoftumbro	acostumbro	ocr_confusion	1.35e-06	1	42
arefa	areca	typo	0.0	1	42
robibia	robinia	typo	0.0	1	42
admn	admin	typo	1.58e-06	1	42
mmerece	merece	typo	4.68e-05	1	42
vivcn	viven	ocr_confusion	5.25e-05	1	42
garanlimos	garantimos	ocr_confusion	0.0	1	42
colómbíana	colombiana	ocr_confusion	1.58e-05	2	42
moér	moer	ocr_confusion	0.0	1	42
solucioñará	solucionará	ocr_confusion	6.61e-07	1	42
oqueruela	oqueruela	identity	0.0	0	42
jóvenes	jóvenes	identity	0.000105	0	42
níca	nica	ocr_confusion	1.41e-06	1	42
iñsorme	informe	ocr_confusion	8.13e-05	2	42
chiquero	chiquero	identity	0.0	0	42
déscostillar	descostillar	ocr_confusion	0.0	1	42
colgadeizo	colgadizo	typo	0.0	1	42
murciglcro	murciglero	ocr_confusion	0.0	1	42
consideeren	consideren	typo	4.27e-06	1	42
retrañquear	retranquear	ocr_confusion	0.0	1	42
tomátillo	tomatillo	ocr_confusion	0.0	1	42
continuaba	continuaban	typo	1.7e-06	1	42
emparryllado	emparrillado	historical	0.0	1	42
veclndario	vecindario	ocr_confusion	8.13e-06	1	42
adhorlar	adhortar	ocr_confusion	0.0	1	42
durazños	duraznos	ocr_confusion	6.46e-07	1	42
añdamiento	anidamiento	historical	0.0	2	42
címbálo	címbalo	ocr_confusion	0.0	1	42
sanatiuo	sanativo	historical	0.0	1	42
hondonáda	hondonada	ocr_confusion	0.0	1	42
poposidad	pomposidad	typo	0.0	1	42
nyza	niza	historical	2.19e-06	1	42
despertaroñ	despertaron	ocr_confusion	1.78e-06	1	42
falfrero	faltrero	ocr_confusion	0.0	1	42
wittgemstein	wittgenstein	typo	6.31e-07	1	42
casxillas	casillas	typo	4.68e-06	1	42
hablamoss	hablamos	typo	4.47e-05	1	42
diplomatúra	diplomatura	ocr_confusion	0.0	1	42
colómbíana	colombiana	ocr_confusion	1.58e-05	2	42
aludaba	saludaba	typo	7.24e-07	1	42
pastores	pastores	identity	5.13e-06	0	42
krozuz	orozuz	typo	0.0	1	42
xobs	jobs	historical	3.09e-06	1	42
cultivablc	cultivable	ocr_confusion	0.0	1	42
rentero	rentero	identity	0.0	0	42
imllementos	implementos	typo	8.32e-07	1	42
lamé	lame	ocr_confusion	1.29e-06	1	42
conveñga	convenga	ocr_confusion	3.47e-06	1	42
desgonzra	desgonzar	typo	0.0	2	42
carniseoo	carniseco	ocr_confusion	0.0	1	42
concientizar	concientizar	identity	1.1e-06	0	42
masoqujsmo	masoquismo	historical	0.0	1	42
minicadna	minicadena	typo	0.0	1	42
atrafar	atrasar	ocr_confusion	0.0	1	42
inoendió	incendió	ocr_confusion	1.62e-06	1	42
agujlar	aguilar	historical	8.91e-06	1	42
acumuyla	acumula	typo	3.09e-06	1	42
descantillar	descantillar	identity	0.0	0	42
concytar	concitar	historical	0.0	1	42
marae	marea	typo	8.71e-06	2	42
iñactlva	inactiva	ocr_confusion	9.77e-07	2	42
hospédablc	hospedable	ocr_confusion	0.0	2	42
ircne	irene	ocr_confusion	8.13e-06	1	42
teguisd	teguise	typo	0.0	1	42
quincuagefimonoveno	quincuagesimonoveno	ocr_confusion	0.0	1	42
saalirte	salirte	typo	7.59e-07	1	42
renvaso	renvalso	typo	0.0	1	42
hgeard	heard	typo	5.62e-07	1	42
reoonflruido	reconstruido	ocr_confusion	1.07e-06	3	42
cele	cele	identity	6.92e-07	0	42
novedofó	novedoso	ocr_confusion	2.51e-06	2	42
aguuar	aguar	typo	0.0	1	42
mosçona	moscona	historical	0.0	1	42
molonrdo	molondro	typo	0.0	2	42
deiame	dejame	historical	7.41e-06	1	42
rogativa	rogativa	identity	0.0	0	42
vuevle	vuelve	typo	8.91e-05	2	42
recondvcible	reconducible	historical	0.0	1	42
ríte	rite	ocr_confusion	0.0	1	42
decímetr	decímetro	typo	0.0	1	42
ljtúrgica	litúrgica	historical	5.75e-07	1	42
dentrotraer	dentrotraer	identity	0.0	0	42
levemente	levemente	identity	3.98e-06	0	42
eseombros	escombros	ocr_confusion	5.13e-06	1	42
alternatlva	alternativa	ocr_confusion	3.55e-05	1	42
ofra	otra	ocr_confusion	0.000724	1	42
nmominal	nominal	typo	4.47e-06	1	42
pareciéran	parecieran	ocr_confusion	8.32e-07	1	42
rayyados	rayados	typo	1.29e-06	1	42
posrulante	postulante	typo	6.03e-07	1	42
novilunmio	novilunio	typo	0.0	1	42
euarentón	cuarentón	ocr_confusion	0.0	1	42
prancero	parancero	typo	0.0	1	42
exhibé	exhibe	ocr_confusion	3.16e-06	1	42
rabotadá	rabotada	ocr_confusion	0.0	1	42
puntador	apuntador	typo	0.0	1	42
teleusr	telesur	typo	1.45e-06	2	42
periodontzl	periodontal	typo	0.0	1	42
hacendsta	hacendista	typo	0.0	1	42
culmjnar	culminar	historical	1.78e-06	1	42
loina	loina	identity	0.0	0	42
dynamica	dinamica	historical	6.46e-07	1	42
obsatn	obstan	typo	0.0	2	42
régatadameñte	regaladamente	ocr_confusion	0.0	3	42
glütinoso	glutinoso	ocr_confusion	0.0	1	42
dploma	diploma	typo	5.13e-06	1	42
aanimando	animando	typo	1.58e-06	1	42
peçado	pecado	historical	1.78e-05	1	42
desengráñar	desengranar	ocr_confusion	0.0	2	42
eftese	estese	ocr_confusion	0.0	1	42
apóñ	apón	ocr_confusion	0.0	1	42
eneantá	encanta	ocr_confusion	6.76e-05	2	42
çatasalsas	catasalsas	historical	0.0	1	42
coclne	cocine	ocr_confusion	1.05e-06	1	42
recoján	recojan	ocr_confusion	8.91e-07	1	42
champíón	champion	ocr_confusion	9.12e-07	2	42
cacha	cacha	identity	7.08e-07	0	42
mvsulmana	musulmana	historical	5.25e-06	1	42
ecotógicas	ecológicas	ocr_confusion	1.74e-06	1	42
diieras	dijeras	historical	1.41e-06	1	42
becass	becas	typo	1.45e-05	1	42
pérdi	perdi	ocr_confusion	2.82e-06	1	42
orgánioamente	orgánicamente	ocr_confusion	0.0	1	42
dodeando	rodeando	typo	1.82e-06	1	42
offycial	official	historical	1.2e-06	1	42
eaidos	caidos	ocr_confusion	5.89e-07	1	42
quinaquija	quinaquina	typo	0.0	1	42
cplgaban	colgaban	typo	5.75e-07	1	42
relativis	relativos	typo	6.46e-06	1	42
ajjeno	ajeno	typo	1.05e-05	1	42
jácará	jácara	ocr_confusion	0.0	1	42
insodia	insidia	typo	0.0	1	42
reihlete	rehilete	typo	0.0	2	42
ejándole	dejándole	typo	7.08e-07	1	42
dolorosamcnte	dolorosamente	ocr_confusion	9.55e-07	1	42
esempleo	desempleo	typo	1.58e-05	1	42
euocar	evocar	historical	9.77e-07	1	42
cementcrios	cementerios	ocr_confusion	2.51e-06	1	42
claras	claras	identity	1.74e-05	0	42
cartcuho	cartucho	typo	2.45e-06	2	42
çorpulento	corpulento	historical	5.62e-07	1	42
indiscriminada	indiscriminada	identity	1.15e-06	0	42
expulsando	expulsando	identity	6.46e-07	0	42
periféricaas	periféricas	typo	9.55e-07	1	42
sacrysta	sacrista	historical	0.0	1	42
ejtenso	extenso	historical	9.12e-06	1	42
suplcñles	suplentes	ocr_confusion	2.82e-06	3	42
apñego	apego	typo	3.02e-06	1	42
astroñáutico	astronáutico	ocr_confusion	0.0	1	42
cápar	capar	ocr_confusion	0.0	1	42
drgu	drug	typo	6.92e-07	2	42
amujeramiento	amujeramiento	identity	0.0	0	42
andujarenio	andujareño	historical	0.0	2	42
cngordar	engordar	ocr_confusion	1.7e-06	1	42
aldchugado	alechugado	typo	0.0	1	42
huétase	huélase	ocr_confusion	0.0	1	42
atycista	aticista	historical	0.0	1	42
ágáchadera	agachadera	ocr_confusion	0.0	2	42
fofcejudo	forcejudo	typo	0.0	1	42
lowelk	lowell	typo	8.13e-07	1	42
confundidá	confundida	ocr_confusion	2.88e-06	1	42
zuncfo	zuncho	historical	0.0	1	42
naturalyzar	naturalizar	historical	0.0	1	42
rocksd	rocks	typo	5.89e-07	1	42
cnofirman	confirman	typo	5.62e-06	2	42
mollyr	mollir	historical	0.0	1	42
ghstes	gustes	typo	1.26e-06	1	42
conntactar	contactar	typo	1.02e-05	1	42
pilawtras	pilastras	typo	5.5e-07	1	42
poptar	potar	typo	0.0	1	42
cvpón	cupón	historical	1.86e-06	1	42
rclájárme	relajarme	ocr_confusion	9.55e-07	3	42
exhortó	exhortó	identity	1.15e-06	0	42
labiodenfal	labiodental	ocr_confusion	0.0	1	42
aburrió	aburrió	identity	7.08e-07	0	42
omifen	omiten	ocr_confusion	5.75e-07	1	42
paablo	pablo	typo	8.51e-05	1	42
narcolépfia	narcolepsia	ocr_confusion	0.0	2	42
arcóbricense	arcobricense	ocr_confusion	0.0	1	42
báltjco	báltico	historical	9.12e-07	1	42
pegatinas	pegatinas	identity	7.94e-07	0	42
asombarr	asombrar	typo	0.0	2	42
dfesplatar	desplatar	typo	0.0	1	42
putrescjble	putrescible	historical	0.0	1	42
exubcrar	exuberar	ocr_confusion	0.0	1	42
desesperar	desesperar	identity	0.0	0	42
embuilador	embullador	ocr_confusion	0.0	1	42
embravecimiento	embravecimiento	identity	0.0	0	42
daltc	dalle	ocr_confusion	0.0	2	42
llcgasen	llegasen	ocr_confusion	5.75e-07	1	42
biíao	bilao	ocr_confusion	0.0	1	42
amürcar	amurcar	ocr_confusion	0.0	1	42
mollele	mollete	ocr_confusion	0.0	1	42
infamanle	infamante	ocr_confusion	0.0	1	42
tuegos	fuegos	ocr_confusion	8.51e-06	1	42
ocntentamente	contentamente	typo	0.0	2	42
cambalacheár	cambalachear	ocr_confusion	0.0	1	42
edtrepada	estrepada	typo	0.0	1	42
yegas	llegas	historical	1.38e-05	2	42
connectjon	connection	historical	8.13e-07	1	42
encapüzár	encapuzar	ocr_confusion	0.0	2	42
saunaa	sauna	typo	1.38e-06	1	42
ápapagayado	apapagayado	ocr_confusion	0.0	1	42
expansyon	expansion	historical	6.17e-07	1	42
dádivva	dádiva	typo	0.0	1	42
callenas	callejas	typo	6.46e-07	1	42
reousante	recusante	ocr_confusion	0.0	1	42
baficulo	baticulo	ocr_confusion	0.0	1	42
posytivismo	positivismo	historical	1.2e-06	1	42
crañcano	craneano	ocr_confusion	0.0	2	42
enfuñar	enfuñar	identity	0.0	0	42
gzone	gozne	typo	0.0	2	42
çastel	castel	historical	9.12e-07	1	42
rareasr	rarear	typo	0.0	1	42
mlustafa	mustafa	typo	8.91e-07	1	42
mañleladó	mantelado	ocr_confusion	0.0	3	42
caslaña	castaña	ocr_confusion	1.32e-06	1	42
nkkola	nikola	typo	1.07e-06	1	42
páraguayo	paraguayo	ocr_confusion	5.13e-06	1	42
discrasla	discrasia	ocr_confusion	0.0	1	42
justificadós	justificados	ocr_confusion	1.05e-06	1	42
ternuura	ternura	typo	7.08e-06	1	42
encepadurá	encepadura	ocr_confusion	0.0	1	42
carambanaddo	carambanado	typo	0.0	1	42
ooñcebible	concebible	ocr_confusion	0.0	2	42
robába	robaba	ocr_confusion	1.29e-06	1	42
juglarresco	juglaresco	typo	0.0	1	42
parietaria	parietaria	identity	0.0	0	42
obslarán	obstarán	ocr_confusion	0.0	1	42
embrochatar	embrochalar	ocr_confusion	0.0	1	42
oonfundir	confundir	ocr_confusion	7.94e-06	1	42
constituhirse	constituirse	typo	1.38e-06	1	42
moñtes	montes	ocr_confusion	1.23e-05	1	42
uendedores	vendedores	historical	9.77e-06	1	42
boeelo	boceto	ocr_confusion	1.41e-06	2	42
categórícamcnte	categóricamente	ocr_confusion	1.26e-06	2	42
deñetrear	deletrear	typo	0.0	1	42
enla	enla	identity	5.62e-07	0	42
barrlentos	barrientos	ocr_confusion	1.32e-06	1	42
pproduciría	produciría	typo	1.58e-06	1	42
oágado	cagado	ocr_confusion	3.55e-06	2	42
congréganle	congregante	ocr_confusion	0.0	2	42
cambiasté	cambiaste	ocr_confusion	2.63e-06	1	42
homero	hormero	typo	0.0	1	42
broioke	brooke	typo	1.35e-06	1	42
csfés	cafés	typo	4.68e-06	1	42
sensación	sensación	identity	4.37e-05	0	42
esclaréeidaménte	esclarecidamente	ocr_confusion	0.0	3	42
ppoe	pope	typo	1.45e-06	2	42
lraia	traia	ocr_confusion	8.91e-07	1	42
cáracterística	característica	ocr_confusion	1.86e-05	1	42
armoñiosa	armoniosa	ocr_confusion	9.12e-07	1	42
cábrito	cabrito	ocr_confusion	7.41e-07	1	42
runñing	running	ocr_confusion	2.4e-06	1	42
lydia	lidia	historical	3.39e-06	1	42
propletarios	propietarios	ocr_confusion	1.86e-05	1	42
abreçar	abrezar	historical	0.0	1	42
desdarrá	desdará	typo	0.0	1	42
incompleta	incompleta	identity	3.09e-06	0	42
oclocacia	oclocracia	typo	0.0	1	42
lámpiño	lampiño	ocr_confusion	0.0	1	42
nazcer	nascer	typo	0.0	1	42
arbol	arbol	identity	3.16e-06	0	42
adqulriendo	adquiriendo	ocr_confusion	3.31e-06	1	42
jeatr	jetar	typo	0.0	2	42
generalytat	generalitat	historical	3.09e-06	1	42
asquuear	asquear	typo	0.0	1	42
antojadjzamente	antojadizamente	historical	0.0	1	42
galesá	galesa	ocr_confusion	7.41e-07	1	42
vérticc	vértice	ocr_confusion	1.82e-06	1	42
consnesos	consensos	typo	1.15e-06	2	42
confrontaeiónes	confrontaciones	ocr_confusion	8.91e-07	2	42
merçancía	mercancía	historical	8.13e-06	1	42
daroi	dario	typo	1.62e-06	2	42
adelant	adelanta	typo	2.82e-06	1	42
visibhle	visible	typo	1.58e-05	1	42
conslste	consiste	ocr_confusion	3.8e-05	1	42
oscilantte	oscilante	typo	0.0	1	42
armán	arman	ocr_confusion	1.74e-06	1	42
fragimidad	fragilidad	typo	2.09e-06	1	42
combinaeional	combinacional	ocr_confusion	0.0	1	42
máncerá	mancera	ocr_confusion	1.7e-06	2	42
intermational	international	typo	1.7e-05	1	42
patq	pata	typo	1.29e-05	1	42
dcslindador	deslindador	ocr_confusion	0.0	1	42
maniafadamente	maniatadamente	ocr_confusion	0.0	1	42
regülación	regulación	ocr_confusion	1.86e-05	1	42
jocúndo	jocundo	ocr_confusion	0.0	1	42
rcexaminar	reexaminar	ocr_confusion	0.0	1	42
estuvjereis	estuviereis	historical	0.0	1	42
olérméla	olérmela	ocr_confusion	0.0	1	42
pelotilia	pelotilla	ocr_confusion	0.0	1	42
cerjlla	cerilla	historical	0.0	1	42
encadenamicnto	encadenamiento	ocr_confusion	0.0	1	42
ellacular	eyacular	historical	0.0	2	42
ortotipográfico	ortotipográfico	identity	0.0	0	42
rémotámenté	remotamente	ocr_confusion	2.04e-06	3	42
sálteador	salteador	ocr_confusion	0.0	1	42
porfar	portar	ocr_confusion	2.82e-06	1	42
çajarí	zajarí	historical	0.0	1	42
ándelés	ándeles	ocr_confusion	0.0	1	42
rálear	ralear	ocr_confusion	0.0	1	42
tómes	tómese	typo	1e-06	1	42
nikó	niko	ocr_confusion	9.12e-07	1	42
vollaba	volaba	typo	1.51e-06	1	42
gálbuka	gálbula	typo	0.0	1	42
cruzarsé	cruzarse	ocr_confusion	1.05e-06	1	42
aasdo	asado	typo	7.08e-06	2	42
rieino	ricino	ocr_confusion	0.0	1	42
dato	dato	identity	2.14e-05	0	42
hastidio	fastidio	historical	2.14e-06	1	42
qiulla	quilla	typo	1.1e-06	2	42
apacre	apacer	typo	0.0	2	42
frad	trad	ocr_confusion	2.75e-06	1	42
eniuagadientes	enjuagadientes	historical	0.0	1	42
rejonaedor	rejoneador	typo	0.0	2	42
jugaremos	jugaremos	identity	0.0	0	42
jngreso	ingreso	historical	3.98e-05	1	42
eompetencía	competencia	ocr_confusion	6.03e-05	2	42
blpckchain	blockchain	typo	1.05e-06	1	42
sbreponer	sobreponer	typo	0.0	1	42
identifiuque	identifique	typo	2e-06	1	42
pedunculado	pedunculado	identity	0.0	0	42
zdorador	adorador	typo	0.0	1	42
hoseo	hosco	ocr_confusion	0.0	1	42
pegatjnas	pegatinas	historical	7.94e-07	1	42
jcssie	jessie	ocr_confusion	1.35e-06	1	42
internacioñatmente	internacionalmente	ocr_confusion	5.5e-06	2	42
remtaadamente	rematadamente	typo	0.0	2	42
caudalosamcnte	caudalosamente	ocr_confusion	0.0	1	42
cfongelan	congelan	typo	5.89e-07	1	42
gandaia	gandaya	historical	0.0	1	42
kenfucky	kentucky	ocr_confusion	2.09e-06	1	42
brog	borg	typo	5.62e-07	2	42
aventuréramenfe	aventureramente	ocr_confusion	0.0	2	42
dónáld	donald	ocr_confusion	1.29e-05	2	42
encovár	encovar	ocr_confusion	0.0	1	42
ácopio	acopio	ocr_confusion	2.24e-06	1	42
agroquímiço	agroquímico	historical	0.0	1	42
traslabillante	trastabillante	ocr_confusion	0.0	1	42
asaelar	asaetar	ocr_confusion	0.0	1	42
formaddores	formadores	typo	9.12e-07	1	42
asrna	arna	typo	0.0	1	42
sóbreilenar	sobrellenar	ocr_confusion	0.0	2	42
dualista	dualista	identity	0.0	0	42
cilmilludo	colmilludo	typo	0.0	1	42
íaoinia	lacinia	ocr_confusion	0.0	2	42
contrahllera	contrahilera	ocr_confusion	0.0	1	42
compasra	comparsa	typo	1.41e-06	2	42
pécable	pecable	ocr_confusion	0.0	1	42
sampear	zampear	historical	0.0	1	42
nádar	nadar	ocr_confusion	6.31e-06	1	42
mónarquísmó	monarquismo	ocr_confusion	0.0	3	42
moderá	modera	ocr_confusion	5.62e-07	1	42
desapjadado	desapiadado	historical	0.0	1	42
foneto	soneto	ocr_confusion	8.51e-07	1	42
sillera	sillera	identity	0.0	0	42
distribvye	distribuye	historical	4.37e-06	1	42
lvcrativas	lucrativas	historical	5.75e-07	1	42
tornicar	fornicar	ocr_confusion	0.0	1	42
death	death	identity	3.8e-06	0	42
cebóllás	cebollas	ocr_confusion	2.4e-06	2	42
directorió	directorio	ocr_confusion	1.02e-05	1	42
anatemizad	anatemizar	typo	0.0	1	42
marcador	marcador	identity	9.33e-06	0	42
religiosámente	religiosamente	ocr_confusion	1.12e-06	1	42
cuadriga	cuadriga	identity	0.0	0	42
ergio	ergio	identity	0.0	0	42
hozádor	hozador	ocr_confusion	0.0	1	42
tapamieñto	tapamiento	ocr_confusion	0.0	1	42
acristalar	acristalar	identity	0.0	0	42
manieuro	manicuro	ocr_confusion	0.0	1	42
iñviertañ	inviertan	ocr_confusion	7.59e-07	2	42
avlles	valles	typo	7.76e-06	2	42
pelmagatos	pelagatos	typo	0.0	1	42
wheñ	when	ocr_confusion	4.37e-06	1	42
lúnar	lunar	ocr_confusion	6.03e-06	1	42
leoñid	leonid	ocr_confusion	8.13e-07	1	42
cómbos	combos	ocr_confusion	9.12e-07	1	42
alsaciano	alsaciano	identity	0.0	0	42
iñvestir	investir	ocr_confusion	0.0	1	42
redenotrista	redentorista	typo	0.0	2	42
petanca	petanca	identity	0.0	0	42
desmurra	desmurar	typo	0.0	2	42
alivio	alivio	identity	1e-05	0	42
eabsorber	reabsorber	typo	0.0	1	42
héclico	héctico	ocr_confusion	0.0	1	42
diatañidad	diafanidad	ocr_confusion	0.0	2	42
collo	colo	typo	6.17e-06	1	42
acercamientos	acercamientos	identity	9.77e-07	0	42
bípedo	bípedo	identity	0.0	0	42
consumaqdo	consumado	typo	1.62e-06	1	42
alifático	alifático	identity	0.0	0	42
trom	from	ocr_confusion	1.51e-05	1	42
viáble	viable	ocr_confusion	5.89e-06	1	42
almaceñada	almacenada	ocr_confusion	1.15e-06	1	42
dándoseías	dándoselas	ocr_confusion	0.0	1	42
apoderañ	apoderan	ocr_confusion	6.17e-07	1	42
eanfalear	cantalear	ocr_confusion	0.0	2	42
reaagn	reagan	typo	3.24e-06	2	42
rdeol	redol	typo	0.0	2	42
hopmeópata	homeópata	typo	0.0	1	42
dcfense	defense	ocr_confusion	1e-06	1	42
untuosidad	untuosidad	identity	0.0	0	42
dijcran	dijeran	ocr_confusion	2.29e-06	1	42
